"munic","date","adm2_es","min_temp_era5","max_temp_era5","all_hosp","hw"
3,2008-05-01,"Tecate",11.579828,26.7149600982666,4,0
3,2008-05-02,"Tecate",14.417658,30.498743057251,4,0
3,2008-05-03,"Tecate",15.363611,27.6609134674072,3,0
3,2008-05-04,"Tecate",13.471704,23.8771305084229,5,0
3,2008-05-05,"Tecate",12.525782,20.0933475494385,4,0
3,2008-05-06,"Tecate",12.525782,19.1473941802979,8,0
3,2008-05-07,"Tecate",12.525782,22.9311771392822,6,0
3,2008-05-08,"Tecate",12.525782,23.8771305084229,6,0
3,2008-05-09,"Tecate",12.525782,21.9852237701416,7,0
3,2008-05-10,"Tecate",13.471704,26.7149600982666,2,0
3,2008-05-11,"Tecate",14.417658,23.8771305084229,1,0
3,2008-05-12,"Tecate",14.417658,21.0393009185791,4,0
3,2008-05-13,"Tecate",12.525782,24.8230838775635,3,0
3,2008-05-14,"Tecate",13.471704,28.6068668365479,3,0
3,2008-05-15,"Tecate",18.201441,31.4446964263916,6,0
3,2008-05-16,"Tecate",19.147394,35.2284774780273,4,1
3,2008-05-17,"Tecate",21.985224,36.174430847168,3,1
3,2008-05-18,"Tecate",23.877131,36.174430847168,5,1
3,2008-05-19,"Tecate",22.931177,34.2825241088867,5,0
3,2008-05-20,"Tecate",20.093348,31.4446964263916,6,0
3,2008-05-21,"Tecate",16.309565,24.8230838775635,6,0
3,2008-05-22,"Tecate",14.417658,19.1473941802979,3,0
3,2008-05-23,"Tecate",11.579828,16.3095645904541,3,0
3,2008-05-24,"Tecate",9.6879215,17.2555179595947,3,0
3,2008-05-25,"Tecate",8.7419987,19.1473941802979,4,0
3,2008-05-26,"Tecate",11.579828,20.0933475494385,2,0
3,2008-05-27,"Tecate",12.525782,21.9852237701416,5,0
3,2008-05-28,"Tecate",12.525782,23.8771305084229,4,0
3,2008-05-29,"Tecate",12.525782,25.769006729126,4,0
3,2008-05-30,"Tecate",12.525782,26.7149600982666,6,0
3,2008-05-31,"Tecate",13.471704,24.8230838775635,8,0
3,2008-06-01,"Tecate",14.417658,26.7149600982666,5,0
3,2008-06-02,"Tecate",14.417658,25.769006729126,2,0
3,2008-06-03,"Tecate",14.417658,25.769006729126,3,0
3,2008-06-04,"Tecate",14.417658,22.9311771392822,2,0
3,2008-06-05,"Tecate",13.471704,28.6068668365479,4,0
3,2008-06-06,"Tecate",16.309565,31.4446964263916,3,0
3,2008-06-07,"Tecate",17.255518,28.6068668365479,2,0
3,2008-06-08,"Tecate",16.309565,29.5528202056885,5,0
3,2008-06-09,"Tecate",19.147394,32.3906478881836,2,0
3,2008-06-10,"Tecate",19.147394,28.6068668365479,9,0
3,2008-06-11,"Tecate",17.255518,28.6068668365479,4,0
3,2008-06-12,"Tecate",16.309565,28.6068668365479,4,0
3,2008-06-13,"Tecate",18.201441,30.498743057251,4,0
3,2008-06-14,"Tecate",20.093348,32.3906478881836,2,0
3,2008-06-15,"Tecate",21.039301,32.3906478881836,7,0
3,2008-06-16,"Tecate",21.039301,32.3906478881836,4,0
3,2008-06-17,"Tecate",21.985224,36.174430847168,4,1
3,2008-06-18,"Tecate",21.985224,37.1203842163086,9,1
3,2008-06-19,"Tecate",22.931177,38.0663070678711,8,1
3,2008-06-20,"Tecate",22.931177,39.9582138061523,10,1
3,2008-06-21,"Tecate",26.71496,40.904167175293,6,1
3,2008-06-22,"Tecate",26.71496,39.0122604370117,1,1
3,2008-06-23,"Tecate",22.931177,35.2284774780273,5,1
3,2008-06-24,"Tecate",20.093348,31.4446964263916,3,0
3,2008-06-25,"Tecate",18.201441,29.5528202056885,8,0
3,2008-06-26,"Tecate",17.255518,29.5528202056885,9,0
3,2008-06-27,"Tecate",17.255518,29.5528202056885,4,0
3,2008-06-28,"Tecate",19.147394,32.3906478881836,5,0
3,2008-06-29,"Tecate",20.093348,32.3906478881836,5,0
3,2008-06-30,"Tecate",21.985224,34.2825241088867,11,0
3,2008-07-01,"Tecate",21.985224,34.2825241088867,4,0
3,2008-07-02,"Tecate",21.985224,33.3366012573242,4,0
3,2008-07-03,"Tecate",21.985224,37.1203842163086,5,1
3,2008-07-04,"Tecate",23.877131,35.2284774780273,6,1
3,2008-07-05,"Tecate",22.931177,33.3366012573242,6,0
3,2008-07-06,"Tecate",22.931177,31.4446964263916,5,0
3,2008-07-07,"Tecate",21.985224,33.3366012573242,5,0
3,2008-07-08,"Tecate",22.931177,32.3906478881836,3,0
3,2008-07-09,"Tecate",21.985224,32.3906478881836,4,0
3,2008-07-10,"Tecate",22.931177,30.498743057251,3,0
3,2008-07-11,"Tecate",22.931177,29.5528202056885,5,0
3,2008-07-12,"Tecate",21.985224,31.4446964263916,6,0
3,2008-07-13,"Tecate",22.931177,32.3906478881836,3,0
3,2008-07-14,"Tecate",22.931177,31.4446964263916,4,0
3,2008-07-15,"Tecate",21.985224,32.3906478881836,6,0
3,2008-07-16,"Tecate",22.931177,33.3366012573242,4,0
3,2008-07-17,"Tecate",21.985224,33.3366012573242,2,0
3,2008-07-18,"Tecate",21.039301,32.3906478881836,7,0
3,2008-07-19,"Tecate",21.985224,31.4446964263916,8,0
3,2008-07-20,"Tecate",21.039301,29.5528202056885,4,0
3,2008-07-21,"Tecate",19.147394,31.4446964263916,4,0
3,2008-07-22,"Tecate",21.039301,31.4446964263916,3,0
3,2008-07-23,"Tecate",19.147394,31.4446964263916,7,0
3,2008-07-24,"Tecate",19.147394,32.3906478881836,5,0
3,2008-07-25,"Tecate",21.985224,32.3906478881836,5,0
3,2008-07-26,"Tecate",23.877131,31.4446964263916,5,0
3,2008-07-27,"Tecate",21.039301,28.6068668365479,5,0
3,2008-07-28,"Tecate",20.093348,30.498743057251,6,0
3,2008-07-29,"Tecate",20.093348,30.498743057251,5,0
3,2008-07-30,"Tecate",18.201441,31.4446964263916,3,0
3,2008-07-31,"Tecate",21.039301,32.3906478881836,4,0
3,2008-08-01,"Tecate",21.039301,33.3366012573242,7,0
3,2008-08-02,"Tecate",22.931177,33.3366012573242,5,0
3,2008-08-03,"Tecate",22.931177,32.3906478881836,3,0
3,2008-08-04,"Tecate",23.877131,32.3906478881836,8,0
3,2008-08-05,"Tecate",22.931177,32.3906478881836,7,0
3,2008-08-06,"Tecate",22.931177,33.3366012573242,5,0
3,2008-08-07,"Tecate",23.877131,34.2825241088867,9,0
3,2008-08-08,"Tecate",22.931177,33.3366012573242,9,0
3,2008-08-09,"Tecate",22.931177,32.3906478881836,4,0
3,2008-08-10,"Tecate",21.039301,32.3906478881836,5,0
3,2008-08-11,"Tecate",20.093348,31.4446964263916,5,0
3,2008-08-12,"Tecate",20.093348,33.3366012573242,5,0
3,2008-08-13,"Tecate",21.985224,33.3366012573242,6,0
3,2008-08-14,"Tecate",22.931177,33.3366012573242,7,0
3,2008-08-15,"Tecate",23.877131,32.3906478881836,5,0
3,2008-08-16,"Tecate",22.931177,32.3906478881836,1,0
3,2008-08-17,"Tecate",21.039301,31.4446964263916,3,0
3,2008-08-18,"Tecate",21.039301,30.498743057251,2,0
3,2008-08-19,"Tecate",20.093348,30.498743057251,8,0
3,2008-08-20,"Tecate",18.201441,30.498743057251,2,0
3,2008-08-21,"Tecate",19.147394,30.498743057251,5,0
3,2008-08-22,"Tecate",20.093348,31.4446964263916,4,0
3,2008-08-23,"Tecate",21.985224,33.3366012573242,6,0
3,2008-08-24,"Tecate",22.931177,36.174430847168,7,1
3,2008-08-25,"Tecate",25.769007,33.3366012573242,3,0
3,2008-08-26,"Tecate",24.823084,33.3366012573242,4,0
3,2008-08-27,"Tecate",22.931177,33.3366012573242,5,0
3,2008-08-28,"Tecate",22.931177,32.3906478881836,7,0
3,2008-08-29,"Tecate",22.931177,34.2825241088867,6,0
3,2008-08-30,"Tecate",25.769007,31.4446964263916,3,0
3,2008-08-31,"Tecate",23.877131,30.498743057251,5,0
3,2008-09-01,"Tecate",22.931177,30.498743057251,5,0
3,2008-09-02,"Tecate",21.985224,33.3366012573242,6,0
3,2008-09-03,"Tecate",22.931177,35.2284774780273,4,1
3,2008-09-04,"Tecate",23.877131,35.2284774780273,11,1
3,2008-09-05,"Tecate",23.877131,35.2284774780273,5,1
3,2008-09-06,"Tecate",22.931177,35.2284774780273,2,1
3,2008-09-07,"Tecate",23.877131,33.3366012573242,3,0
3,2008-09-08,"Tecate",21.985224,32.3906478881836,4,0
3,2008-09-09,"Tecate",21.985224,32.3906478881836,5,0
3,2008-09-10,"Tecate",19.147394,29.5528202056885,5,0
3,2008-09-11,"Tecate",18.201441,28.6068668365479,2,0
3,2008-09-12,"Tecate",19.147394,27.6609134674072,6,0
3,2008-09-13,"Tecate",19.147394,29.5528202056885,4,0
3,2008-09-14,"Tecate",20.093348,31.4446964263916,10,0
3,2008-09-15,"Tecate",21.985224,37.1203842163086,3,1
3,2008-09-16,"Tecate",23.877131,33.3366012573242,4,0
3,2008-09-17,"Tecate",21.039301,31.4446964263916,8,0
3,2008-09-18,"Tecate",21.985224,32.3906478881836,4,0
3,2008-09-19,"Tecate",21.039301,30.498743057251,4,0
3,2008-09-20,"Tecate",18.201441,27.6609134674072,1,0
3,2008-09-21,"Tecate",15.363611,26.7149600982666,12,0
3,2008-09-22,"Tecate",16.309565,28.6068668365479,3,0
3,2008-09-23,"Tecate",18.201441,31.4446964263916,6,0
3,2008-09-24,"Tecate",21.985224,35.2284774780273,3,1
3,2008-09-25,"Tecate",23.877131,35.2284774780273,4,1
3,2008-09-26,"Tecate",22.931177,34.2825241088867,4,0
3,2008-09-27,"Tecate",21.985224,33.3366012573242,2,0
3,2008-09-28,"Tecate",21.039301,33.3366012573242,5,0
3,2008-09-29,"Tecate",21.039301,33.3366012573242,1,0
3,2008-09-30,"Tecate",23.877131,38.0663070678711,6,1
3,2008-10-01,"Tecate",26.71496,38.0663070678711,6,1
3,2008-10-02,"Tecate",22.931177,32.3906478881836,11,0
3,2008-10-03,"Tecate",20.093348,29.5528202056885,7,0
3,2008-10-04,"Tecate",15.363611,22.9311771392822,5,0
3,2008-10-05,"Tecate",14.417658,24.8230838775635,7,0
3,2008-10-06,"Tecate",16.309565,32.3906478881836,5,0
3,2008-10-07,"Tecate",20.093348,36.174430847168,3,1
3,2008-10-08,"Tecate",22.931177,38.0663070678711,5,1
3,2008-10-09,"Tecate",21.039301,33.3366012573242,5,0
3,2008-10-10,"Tecate",17.255518,24.8230838775635,6,0
3,2008-10-11,"Tecate",12.525782,21.0393009185791,4,0
3,2008-10-12,"Tecate",9.6879215,22.9311771392822,4,0
3,2008-10-13,"Tecate",12.525782,23.8771305084229,4,0
3,2008-10-14,"Tecate",18.201441,29.5528202056885,6,0
3,2008-10-15,"Tecate",17.255518,32.3906478881836,4,0
3,2008-10-16,"Tecate",17.255518,35.2284774780273,3,1
3,2008-10-17,"Tecate",18.201441,33.3366012573242,9,0
3,2008-10-18,"Tecate",18.201441,30.498743057251,7,0
3,2008-10-19,"Tecate",16.309565,25.769006729126,7,0
3,2008-10-20,"Tecate",15.363611,25.769006729126,4,0
3,2008-10-21,"Tecate",15.363611,30.498743057251,5,0
3,2008-10-22,"Tecate",20.093348,33.3366012573242,6,0
3,2008-10-23,"Tecate",20.093348,34.2825241088867,3,0
3,2008-10-24,"Tecate",18.201441,32.3906478881836,4,0
3,2008-10-25,"Tecate",17.255518,33.3366012573242,5,0
3,2008-10-26,"Tecate",16.309565,34.2825241088867,6,0
3,2008-10-27,"Tecate",16.309565,36.174430847168,7,1
3,2008-10-28,"Tecate",20.093348,36.174430847168,6,1
3,2008-10-29,"Tecate",20.093348,34.2825241088867,3,0
3,2008-10-30,"Tecate",20.093348,30.498743057251,4,0
3,2008-10-31,"Tecate",20.093348,32.3906478881836,3,0
3,2009-05-01,"Tecate",15.363611,27.6609134674072,7,0
3,2009-05-02,"Tecate",15.363611,23.8771305084229,6,0
3,2009-05-03,"Tecate",16.309565,25.769006729126,6,0
3,2009-05-04,"Tecate",16.309565,25.769006729126,7,0
3,2009-05-05,"Tecate",14.417658,26.7149600982666,4,0
3,2009-05-06,"Tecate",16.309565,30.498743057251,8,0
3,2009-05-07,"Tecate",18.201441,32.3906478881836,5,0
3,2009-05-08,"Tecate",18.201441,31.4446964263916,7,0
3,2009-05-09,"Tecate",17.255518,27.6609134674072,7,0
3,2009-05-10,"Tecate",16.309565,27.6609134674072,8,0
3,2009-05-11,"Tecate",16.309565,27.6609134674072,8,0
3,2009-05-12,"Tecate",16.309565,25.769006729126,7,0
3,2009-05-13,"Tecate",15.363611,26.7149600982666,7,0
3,2009-05-14,"Tecate",16.309565,28.6068668365479,10,0
3,2009-05-15,"Tecate",17.255518,29.5528202056885,9,0
3,2009-05-16,"Tecate",18.201441,29.5528202056885,7,0
3,2009-05-17,"Tecate",20.093348,30.498743057251,9,0
3,2009-05-18,"Tecate",19.147394,30.498743057251,3,0
3,2009-05-19,"Tecate",19.147394,30.498743057251,9,0
3,2009-05-20,"Tecate",19.147394,28.6068668365479,7,0
3,2009-05-21,"Tecate",17.255518,26.7149600982666,11,0
3,2009-05-22,"Tecate",16.309565,25.769006729126,5,0
3,2009-05-23,"Tecate",15.363611,25.769006729126,3,0
3,2009-05-24,"Tecate",15.363611,24.8230838775635,6,0
3,2009-05-25,"Tecate",15.363611,23.8771305084229,7,0
3,2009-05-26,"Tecate",14.417658,26.7149600982666,3,0
3,2009-05-27,"Tecate",15.363611,27.6609134674072,3,0
3,2009-05-28,"Tecate",16.309565,26.7149600982666,6,0
3,2009-05-29,"Tecate",17.255518,24.8230838775635,4,0
3,2009-05-30,"Tecate",15.363611,24.8230838775635,2,0
3,2009-05-31,"Tecate",16.309565,25.769006729126,2,0
3,2009-06-01,"Tecate",17.255518,25.769006729126,6,0
3,2009-06-02,"Tecate",15.363611,28.6068668365479,5,0
3,2009-06-03,"Tecate",17.255518,25.769006729126,4,0
3,2009-06-04,"Tecate",16.309565,24.8230838775635,6,0
3,2009-06-05,"Tecate",13.471704,23.8771305084229,8,0
3,2009-06-06,"Tecate",14.417658,21.9852237701416,5,0
3,2009-06-07,"Tecate",14.417658,24.8230838775635,4,0
3,2009-06-08,"Tecate",16.309565,23.8771305084229,3,0
3,2009-06-09,"Tecate",15.363611,22.9311771392822,4,0
3,2009-06-10,"Tecate",15.363611,22.9311771392822,4,0
3,2009-06-11,"Tecate",15.363611,22.9311771392822,2,0
3,2009-06-12,"Tecate",15.363611,22.9311771392822,7,0
3,2009-06-13,"Tecate",15.363611,23.8771305084229,9,0
3,2009-06-14,"Tecate",14.417658,23.8771305084229,4,0
3,2009-06-15,"Tecate",14.417658,23.8771305084229,7,0
3,2009-06-16,"Tecate",17.255518,26.7149600982666,4,0
3,2009-06-17,"Tecate",17.255518,26.7149600982666,2,0
3,2009-06-18,"Tecate",16.309565,28.6068668365479,7,0
3,2009-06-19,"Tecate",19.147394,29.5528202056885,4,0
3,2009-06-20,"Tecate",18.201441,25.769006729126,7,0
3,2009-06-21,"Tecate",17.255518,26.7149600982666,6,0
3,2009-06-22,"Tecate",15.363611,26.7149600982666,8,0
3,2009-06-23,"Tecate",15.363611,28.6068668365479,6,0
3,2009-06-24,"Tecate",17.255518,28.6068668365479,9,0
3,2009-06-25,"Tecate",17.255518,29.5528202056885,2,0
3,2009-06-26,"Tecate",19.147394,29.5528202056885,7,0
3,2009-06-27,"Tecate",19.147394,32.3906478881836,6,0
3,2009-06-28,"Tecate",21.039301,35.2284774780273,4,1
3,2009-06-29,"Tecate",21.985224,32.3906478881836,4,0
3,2009-06-30,"Tecate",21.039301,31.4446964263916,8,0
3,2009-07-01,"Tecate",21.039301,30.498743057251,6,0
3,2009-07-02,"Tecate",21.039301,31.4446964263916,9,0
3,2009-07-03,"Tecate",21.039301,30.498743057251,9,0
3,2009-07-04,"Tecate",20.093348,32.3906478881836,7,0
3,2009-07-05,"Tecate",21.039301,32.3906478881836,6,0
3,2009-07-06,"Tecate",19.147394,32.3906478881836,10,0
3,2009-07-07,"Tecate",20.093348,30.498743057251,6,0
3,2009-07-08,"Tecate",18.201441,30.498743057251,7,0
3,2009-07-09,"Tecate",19.147394,32.3906478881836,6,0
3,2009-07-10,"Tecate",20.093348,33.3366012573242,8,0
3,2009-07-11,"Tecate",22.931177,34.2825241088867,6,0
3,2009-07-12,"Tecate",21.985224,35.2284774780273,10,1
3,2009-07-13,"Tecate",22.931177,35.2284774780273,5,1
3,2009-07-14,"Tecate",21.985224,33.3366012573242,4,0
3,2009-07-15,"Tecate",21.985224,33.3366012573242,5,0
3,2009-07-16,"Tecate",21.985224,33.3366012573242,5,0
3,2009-07-17,"Tecate",22.931177,35.2284774780273,6,1
3,2009-07-18,"Tecate",23.877131,37.1203842163086,3,1
3,2009-07-19,"Tecate",25.769007,37.1203842163086,4,1
3,2009-07-20,"Tecate",24.823084,35.2284774780273,1,1
3,2009-07-21,"Tecate",23.877131,35.2284774780273,2,1
3,2009-07-22,"Tecate",22.931177,33.3366012573242,0,0
3,2009-07-23,"Tecate",22.931177,32.3906478881836,3,0
3,2009-07-24,"Tecate",21.985224,31.4446964263916,1,0
3,2009-07-25,"Tecate",22.931177,33.3366012573242,4,0
3,2009-07-26,"Tecate",23.877131,32.3906478881836,6,0
3,2009-07-27,"Tecate",22.931177,34.2825241088867,2,0
3,2009-07-28,"Tecate",21.985224,32.3906478881836,2,0
3,2009-07-29,"Tecate",21.039301,31.4446964263916,3,0
3,2009-07-30,"Tecate",19.147394,30.498743057251,1,0
3,2009-07-31,"Tecate",20.093348,31.4446964263916,3,0
3,2009-08-01,"Tecate",20.093348,31.4446964263916,4,0
3,2009-08-02,"Tecate",21.039301,32.3906478881836,6,0
3,2009-08-03,"Tecate",21.985224,34.2825241088867,5,0
3,2009-08-04,"Tecate",22.931177,35.2284774780273,4,1
3,2009-08-05,"Tecate",22.931177,34.2825241088867,0,0
3,2009-08-06,"Tecate",21.039301,31.4446964263916,3,0
3,2009-08-07,"Tecate",17.255518,27.6609134674072,6,0
3,2009-08-08,"Tecate",17.255518,28.6068668365479,1,0
3,2009-08-09,"Tecate",18.201441,30.498743057251,2,0
3,2009-08-10,"Tecate",20.093348,30.498743057251,6,0
3,2009-08-11,"Tecate",21.039301,32.3906478881836,6,0
3,2009-08-12,"Tecate",20.093348,32.3906478881836,3,0
3,2009-08-13,"Tecate",21.039301,31.4446964263916,3,0
3,2009-08-14,"Tecate",19.147394,31.4446964263916,6,0
3,2009-08-15,"Tecate",19.147394,29.5528202056885,5,0
3,2009-08-16,"Tecate",17.255518,29.5528202056885,5,0
3,2009-08-17,"Tecate",18.201441,31.4446964263916,3,0
3,2009-08-18,"Tecate",19.147394,30.498743057251,3,0
3,2009-08-19,"Tecate",20.093348,31.4446964263916,5,0
3,2009-08-20,"Tecate",19.147394,32.3906478881836,5,0
3,2009-08-21,"Tecate",21.985224,30.498743057251,5,0
3,2009-08-22,"Tecate",24.823084,31.4446964263916,8,0
3,2009-08-23,"Tecate",21.985224,32.3906478881836,4,0
3,2009-08-24,"Tecate",20.093348,34.2825241088867,4,0
3,2009-08-25,"Tecate",22.931177,36.174430847168,5,1
3,2009-08-26,"Tecate",22.931177,38.0663070678711,2,1
3,2009-08-27,"Tecate",24.823084,39.9582138061523,4,1
3,2009-08-28,"Tecate",25.769007,39.0122604370117,2,1
3,2009-08-29,"Tecate",27.660913,40.904167175293,6,1
3,2009-08-30,"Tecate",26.71496,38.0663070678711,5,1
3,2009-08-31,"Tecate",24.823084,35.2284774780273,5,1
3,2009-09-01,"Tecate",25.769007,35.2284774780273,3,1
3,2009-09-02,"Tecate",25.769007,37.1203842163086,11,1
3,2009-09-03,"Tecate",26.71496,36.174430847168,6,1
3,2009-09-04,"Tecate",25.769007,36.174430847168,5,1
3,2009-09-05,"Tecate",23.877131,35.2284774780273,4,1
3,2009-09-06,"Tecate",21.039301,33.3366012573242,3,0
3,2009-09-07,"Tecate",21.039301,31.4446964263916,3,0
3,2009-09-08,"Tecate",19.147394,30.498743057251,4,0
3,2009-09-09,"Tecate",20.093348,32.3906478881836,7,0
3,2009-09-10,"Tecate",21.985224,34.2825241088867,4,0
3,2009-09-11,"Tecate",23.877131,34.2825241088867,3,0
3,2009-09-12,"Tecate",21.985224,31.4446964263916,3,0
3,2009-09-13,"Tecate",19.147394,27.6609134674072,4,0
3,2009-09-14,"Tecate",18.201441,25.769006729126,3,0
3,2009-09-15,"Tecate",17.255518,28.6068668365479,3,0
3,2009-09-16,"Tecate",17.255518,31.4446964263916,3,0
3,2009-09-17,"Tecate",21.985224,32.3906478881836,9,0
3,2009-09-18,"Tecate",21.985224,35.2284774780273,5,1
3,2009-09-19,"Tecate",22.931177,33.3366012573242,8,0
3,2009-09-20,"Tecate",21.039301,33.3366012573242,3,0
3,2009-09-21,"Tecate",21.039301,32.3906478881836,3,0
3,2009-09-22,"Tecate",21.985224,38.0663070678711,3,1
3,2009-09-23,"Tecate",23.877131,37.1203842163086,6,1
3,2009-09-24,"Tecate",22.931177,37.1203842163086,2,1
3,2009-09-25,"Tecate",21.985224,37.1203842163086,6,1
3,2009-09-26,"Tecate",22.931177,38.0663070678711,4,1
3,2009-09-27,"Tecate",23.877131,35.2284774780273,5,1
3,2009-09-28,"Tecate",20.093348,31.4446964263916,3,0
3,2009-09-29,"Tecate",20.093348,29.5528202056885,7,0
3,2009-09-30,"Tecate",18.201441,27.6609134674072,5,0
3,2009-10-01,"Tecate",18.201441,32.3906478881836,5,0
3,2009-10-02,"Tecate",16.309565,31.4446964263916,3,0
3,2009-10-03,"Tecate",16.309565,27.6609134674072,5,0
3,2009-10-04,"Tecate",15.363611,24.8230838775635,3,0
3,2009-10-05,"Tecate",11.579828,21.0393009185791,5,0
3,2009-10-06,"Tecate",10.633875,23.8771305084229,3,0
3,2009-10-07,"Tecate",13.471704,21.9852237701416,5,0
3,2009-10-08,"Tecate",12.525782,25.769006729126,3,0
3,2009-10-09,"Tecate",13.471704,26.7149600982666,5,0
3,2009-10-10,"Tecate",15.363611,25.769006729126,4,0
3,2009-10-11,"Tecate",15.363611,22.9311771392822,6,0
3,2009-10-12,"Tecate",12.525782,21.0393009185791,7,0
3,2009-10-13,"Tecate",13.471704,22.9311771392822,3,0
3,2009-10-14,"Tecate",14.417658,26.7149600982666,3,0
3,2009-10-15,"Tecate",16.309565,31.4446964263916,1,0
3,2009-10-16,"Tecate",21.039301,36.174430847168,4,1
3,2009-10-17,"Tecate",21.039301,35.2284774780273,3,1
3,2009-10-18,"Tecate",19.147394,31.4446964263916,4,0
3,2009-10-19,"Tecate",17.255518,25.769006729126,6,0
3,2009-10-20,"Tecate",15.363611,23.8771305084229,3,0
3,2009-10-21,"Tecate",15.363611,28.6068668365479,6,0
3,2009-10-22,"Tecate",15.363611,29.5528202056885,4,0
3,2009-10-23,"Tecate",16.309565,31.4446964263916,4,0
3,2009-10-24,"Tecate",17.255518,29.5528202056885,3,0
3,2009-10-25,"Tecate",16.309565,31.4446964263916,5,0
3,2009-10-26,"Tecate",20.093348,32.3906478881836,4,0
3,2009-10-27,"Tecate",16.309565,30.498743057251,3,0
3,2009-10-28,"Tecate",10.633875,19.1473941802979,1,0
3,2009-10-29,"Tecate",7.7960448,20.0933475494385,4,0
3,2009-10-30,"Tecate",9.6879215,24.8230838775635,7,0
3,2009-10-31,"Tecate",13.471704,28.6068668365479,1,0
3,2010-05-01,"Tecate",9.6879215,21.0393009185791,2,0
3,2010-05-02,"Tecate",12.525782,21.9852237701416,5,0
3,2010-05-03,"Tecate",11.579828,28.6068668365479,2,0
3,2010-05-04,"Tecate",13.471704,26.7149600982666,3,0
3,2010-05-05,"Tecate",14.417658,24.8230838775635,1,0
3,2010-05-06,"Tecate",14.417658,23.8771305084229,4,0
3,2010-05-07,"Tecate",13.471704,27.6609134674072,4,0
3,2010-05-08,"Tecate",15.363611,27.6609134674072,4,0
3,2010-05-09,"Tecate",13.471704,23.8771305084229,2,0
3,2010-05-10,"Tecate",11.579828,19.1473941802979,3,0
3,2010-05-11,"Tecate",10.633875,18.2014408111572,3,0
3,2010-05-12,"Tecate",8.7419987,24.8230838775635,4,0
3,2010-05-13,"Tecate",13.471704,23.8771305084229,2,0
3,2010-05-14,"Tecate",12.525782,23.8771305084229,2,0
3,2010-05-15,"Tecate",15.363611,25.769006729126,2,0
3,2010-05-16,"Tecate",16.309565,24.8230838775635,4,0
3,2010-05-17,"Tecate",13.471704,20.0933475494385,3,0
3,2010-05-18,"Tecate",12.525782,21.0393009185791,4,0
3,2010-05-19,"Tecate",13.471704,24.8230838775635,4,0
3,2010-05-20,"Tecate",14.417658,26.7149600982666,4,0
3,2010-05-21,"Tecate",15.363611,23.8771305084229,4,0
3,2010-05-22,"Tecate",13.471704,21.0393009185791,1,0
3,2010-05-23,"Tecate",10.633875,18.2014408111572,1,0
3,2010-05-24,"Tecate",7.7960448,21.9852237701416,4,0
3,2010-05-25,"Tecate",9.6879215,21.9852237701416,5,0
3,2010-05-26,"Tecate",12.525782,22.9311771392822,2,0
3,2010-05-27,"Tecate",13.471704,23.8771305084229,0,0
3,2010-05-28,"Tecate",13.471704,21.9852237701416,2,0
3,2010-05-29,"Tecate",11.579828,29.5528202056885,1,0
3,2010-05-30,"Tecate",15.363611,27.6609134674072,5,0
3,2010-05-31,"Tecate",15.363611,26.7149600982666,4,0
3,2010-06-01,"Tecate",15.363611,24.8230838775635,2,0
3,2010-06-02,"Tecate",15.363611,26.7149600982666,4,0
3,2010-06-03,"Tecate",16.309565,27.6609134674072,3,0
3,2010-06-04,"Tecate",19.147394,28.6068668365479,4,0
3,2010-06-05,"Tecate",19.147394,30.498743057251,3,0
3,2010-06-06,"Tecate",20.093348,31.4446964263916,3,0
3,2010-06-07,"Tecate",18.201441,29.5528202056885,3,0
3,2010-06-08,"Tecate",19.147394,27.6609134674072,4,0
3,2010-06-09,"Tecate",17.255518,25.769006729126,3,0
3,2010-06-10,"Tecate",18.201441,23.8771305084229,6,0
3,2010-06-11,"Tecate",14.417658,21.0393009185791,5,0
3,2010-06-12,"Tecate",13.471704,23.8771305084229,4,0
3,2010-06-13,"Tecate",14.417658,27.6609134674072,2,0
3,2010-06-14,"Tecate",19.147394,31.4446964263916,3,0
3,2010-06-15,"Tecate",19.147394,28.6068668365479,3,0
3,2010-06-16,"Tecate",16.309565,25.769006729126,4,0
3,2010-06-17,"Tecate",14.417658,28.6068668365479,1,0
3,2010-06-18,"Tecate",15.363611,26.7149600982666,5,0
3,2010-06-19,"Tecate",16.309565,26.7149600982666,1,0
3,2010-06-20,"Tecate",15.363611,27.6609134674072,4,0
3,2010-06-21,"Tecate",15.363611,25.769006729126,5,0
3,2010-06-22,"Tecate",13.471704,28.6068668365479,5,0
3,2010-06-23,"Tecate",17.255518,29.5528202056885,3,0
3,2010-06-24,"Tecate",17.255518,29.5528202056885,5,0
3,2010-06-25,"Tecate",16.309565,28.6068668365479,4,0
3,2010-06-26,"Tecate",17.255518,25.769006729126,4,0
3,2010-06-27,"Tecate",16.309565,29.5528202056885,7,0
3,2010-06-28,"Tecate",19.147394,27.6609134674072,4,0
3,2010-06-29,"Tecate",18.201441,27.6609134674072,5,0
3,2010-06-30,"Tecate",17.255518,29.5528202056885,4,0
3,2010-07-01,"Tecate",19.147394,31.4446964263916,3,0
3,2010-07-02,"Tecate",18.201441,29.5528202056885,5,0
3,2010-07-03,"Tecate",17.255518,27.6609134674072,4,0
3,2010-07-04,"Tecate",16.309565,26.7149600982666,3,0
3,2010-07-05,"Tecate",17.255518,26.7149600982666,7,0
3,2010-07-06,"Tecate",15.363611,26.7149600982666,5,0
3,2010-07-07,"Tecate",15.363611,26.7149600982666,4,0
3,2010-07-08,"Tecate",16.309565,26.7149600982666,7,0
3,2010-07-09,"Tecate",17.255518,29.5528202056885,3,0
